location,size,total_sqft,bath,price,enc_loc
others,3,1330.0,2,68.0,219
Munnekollal,3,1540.0,2,70.0,156
others,2,927.0,2,37.0,219
Sarjapur,4,2585.5,4,115.0,184
CV Raman Nagar,3,1400.0,2,78.0,51
8th Phase JP Nagar,2,1510.0,2,80.0,8
others,3,1500.0,3,61.52,219
Yelahanka,1,827.5,1,42.535,215
others,3,1200.0,3,68.0,219
Hormavu,4,2282.0,4,115.0,94
others,2,760.0,2,37.49,219
Sarjapur,3,2172.0,3,100.0,184
8th Phase JP Nagar,3,3300.0,3,165.0,8
Thubarahalli,3,1242.0,3,51.0,201
Kadugodi,2,1088.0,2,44.0,110
Sahakara Nagar,2,1200.0,2,46.0,182
TC Palaya,3,1995.0,3,100.0,197
5th Phase JP Nagar,2,1041.0,2,54.0,5
Sarjapur  Road,3,1505.0,2,60.0,185
Bellandur,3,1767.0,3,89.0,41
Kengeri,2,1320.0,2,50.0,128
others,2,1280.0,2,68.48,219
Haralur Road,2,1027.0,1,44.0,84
Kasavanhalli,3,1600.0,3,79.0,123
others,3,3200.0,4,140.0,219
others,3,1475.0,3,75.0,219
Electronic City,2,1353.0,2,75.0,70
others,3,1330.0,3,65.0,219
Gubbalala,4,4000.0,5,195.0,79
Kanakpura Road,3,1700.0,3,75.0,120
Kasavanhalli,2,1585.0,2,90.0,123
Kothanur,3,1385.0,3,67.0,139
Electronic City,2,1128.0,2,67.0,70
HSR Layout,2,1203.0,2,60.0,83
Mallasandra,2,905.0,2,35.0,150
Hennur Road,3,1450.0,3,79.0,90
Channasandra,2,1200.0,2,46.13,53
Jalahalli,3,1530.0,2,89.0,104
Dasarahalli,2,1333.0,2,78.56,61
Old Madras Road,3,1530.0,3,76.34,169
Margondanahalli,2,1200.0,2,65.0,154
Bellandur,3,1830.0,3,89.0,41
Chandapura,2,900.0,2,35.0,52
Bannerghatta Road,3,1450.0,2,78.0,35
others,3,1525.0,3,65.0,219
others,2,1220.0,2,72.0,219
Bommanahalli,2,1355.0,2,73.17,46
others,2,1500.0,2,60.0,219
Electronic City,2,1070.0,2,57.0,70
Bommasandra,2,842.0,2,30.0,47
Bannerghatta Road,1,700.0,1,31.2,35
others,3,1884.0,3,95.0,219
Thanisandra,2,1185.0,2,43.5,199
Electronic City,3,1700.0,3,90.0,70
others,3,1700.0,3,74.0,219
Hoodi,2,1447.0,3,76.0,91
Sarjapur  Road,3,1314.0,2,70.44,185
others,3,1576.3768483699162,2,80.0,219
Vittasandra,2,1246.0,2,67.5,212
Dasarahalli,2,1220.0,2,62.0,61
Kaval Byrasandra,3,1400.0,3,75.0,126
others,3,1495.0,2,63.0,219
Gollarapalya Hosahalli,2,996.0,2,36.5,76
Yelahanka New Town,2,1000.0,2,44.0,216
others,2,1250.0,2,75.0,219
Electronics City Phase 1,2,1080.0,2,46.0,72
others,2,1230.0,2,50.0,219
Green Glen Layout,3,1750.0,3,105.0,78
Whitefield,3,1436.0,2,62.15,213
Varthur,3,1560.0,3,90.0,206
others,2,1275.0,2,59.0,219
Bellandur,3,2400.0,3,115.0,41
Yelahanka,2,1195.0,2,53.105,215
Bommasandra,3,1365.0,3,52.82,47
Chandapura,3,1200.0,2,52.0,52
7th Phase JP Nagar,3,1075.0,2,57.0,7
Banashankari,2,1100.0,2,63.0,27
others,3,1320.0,2,58.0,219
Kammasandra,3,1500.0,3,65.0,118
others,3,1480.0,3,75.48,219
others,2,1128.0,2,48.4,219
Hosur Road,3,1685.0,3,90.0,98
others,2,1180.0,2,65.0,219
others,2,1200.0,2,60.0,219
others,2,1000.0,2,45.0,219
Varthur,2,1760.0,2,85.0,206
others,2,975.0,2,55.0,219
Kudlu,2,1110.0,2,46.0,140
Gunjur,2,1235.0,2,44.5,80
others,2,1275.0,2,55.0,219
Begur Road,1,644.0,1,32.0,40
Bellandur,2,1251.0,2,47.0,41
Kudlu,4,2100.0,3,114.0,140
NRI Layout,3,1731.0,3,64.11,160
Hormavu,2,1206.0,2,55.0,94
Choodasandra,3,1560.0,3,78.0,57
Sarjapur  Road,1,702.0,1,35.8,185
Attibele,3,1700.0,3,65.0,22
HRBR Layout,2,1145.0,2,68.5,82
Ramamurthy Nagar,3,1208.0,2,43.5,180
Brookefield,3,1589.0,3,74.0,49
others,2,560.0,2,22.0,219
Yelahanka New Town,3,1426.0,2,61.5,216
Old Madras Road,2,935.0,2,37.77,169
Singasandra,2,1465.0,2,60.0,191
Budigere,3,1820.0,3,95.0,50
Raja Rajeshwari Nagar,3,1580.0,2,66.85,176
others,2,1070.0,2,50.0,219
others,3,1532.0,3,59.75,219
others,2,1150.0,2,46.0,219
Jakkur,2,1473.0,2,85.0,103
Kathriguppe,3,1350.0,3,80.99,125
others,3,1495.0,3,90.0,219
R.T. Nagar,2,1080.0,2,48.0,174
Electronic City,3,1521.0,2,57.5,70
others,2,1053.0,2,51.0,219
Uttarahalli,2,1000.0,2,39.5,205
Bannerghatta Road,3,1630.0,3,68.0,35
Kammasandra,2,985.0,2,40.5,118
BTM 2nd Stage,2,1200.0,2,70.0,23
Ambalipura,3,1650.0,3,100.0,13
others,2,1000.0,2,60.0,219
Ramagondanahalli,3,1200.0,3,56.1,179
Nagarbhavi,3,1635.0,3,85.0,161
Harlur,3,2137.0,3,110.0,85
Hennur Road,2,973.0,2,50.74,90
Electronic City,1,750.0,1,35.0,70
Kambipura,2,883.0,2,49.0,116
others,3,1470.0,2,60.0,219
others,2,1275.0,2,76.0,219
8th Phase JP Nagar,5,1730.0,5,75.0,8
Bannerghatta Road,3,1400.0,3,69.0,35
Whitefield,2,1370.0,2,56.0,213
others,1,793.0,1,40.0,219
GM Palaya,1,675.0,1,35.0,74
Chikka Tirupathi,4,3250.0,4,136.0,54
Whitefield,2,1050.0,2,43.0,213
Jalahalli East,2,1035.0,2,42.5,105
Sarjapur  Road,3,1200.0,2,44.0,185
Green Glen Layout,3,1625.0,3,70.0,78
Whitefield,3,1496.0,2,71.81,213
others,3,1555.0,3,73.0,219
Amruthahalli,2,1025.0,2,42.0,15
Arekere,2,900.0,2,44.5,21
Yelahanka,3,1355.0,2,75.0,215
Akshaya Nagar,2,1200.0,2,45.0,12
others,3,1563.0,3,63.0,219
5th Phase JP Nagar,2,812.0,2,42.0,5
Basaveshwara Nagar,2,1200.0,2,70.0,37
Yelahanka,4,3175.0,4,156.0,215
8th Phase JP Nagar,3,1296.0,2,51.83,8
Anandapura,2,1141.0,2,50.0,16
Electronic City,2,1210.0,2,55.0,70
Hormavu,2,1310.0,2,67.0,94
Magadi Road,3,1187.0,2,55.195,148
Varthur,2,1210.0,2,54.0,206
Amruthahalli,1,485.0,1,19.5,15
others,3,1419.0,3,85.0,219
others,1,850.0,1,50.0,219
Tindlu,2,1165.0,2,59.8,202
others,2,933.0,2,55.0,219
Hennur Road,3,1305.0,2,77.0,90
Billekahalli,2,1125.0,2,65.0,44
others,2,865.0,2,33.0,219
Jigani,3,1245.0,3,66.0,106
others,3,1145.0,2,60.0,219
AECS Layout,3,2000.0,3,90.0,10
Sarjapur  Road,3,1270.0,2,54.0,185
Jakkur,3,1485.0,3,72.0,103
7th Phase JP Nagar,2,990.0,2,50.0,7
others,2,1025.0,2,48.0,219
Whitefield,2,1216.0,2,72.0,213
Sarjapur  Road,2,1026.0,2,60.8,185
Kodichikkanahalli,5,2700.0,4,125.0,131
Begur,3,1411.0,2,60.0,39
Bannerghatta,2,1320.0,2,50.0,34
TC Palaya,2,1152.0,2,55.0,197
Thanisandra,2,965.0,2,54.0,199
Hennur Road,3,1672.0,3,86.0,90
Panathur,2,1075.0,2,60.0,172
others,2,750.0,2,40.0,219
Yeshwanthpur,2,1169.0,2,64.08,218
Devanahalli,3,1290.0,2,62.0,62
Mysore Road,3,1500.0,3,70.0,158
5th Block Hbr Layout,6,5100.0,5,300.0,4
Kadugodi,3,1875.0,2,110.0,110
Kengeri,5,2500.0,4,100.0,128
Begur Road,2,1241.0,2,64.0,40
Sarjapur  Road,2,1025.0,2,45.5,185
Begur,2,815.0,2,40.0,39
Kanakpura Road,3,2000.0,3,105.0,120
others,4,5667.5,5,300.0,219
Sarjapur  Road,2,1216.0,2,70.0,185
Kanakpura Road,2,1200.0,2,62.0,120
Marathahalli,2,1026.0,2,50.18,153
Hulimavu,1,450.0,1,20.0,99
KR Puram,2,1205.0,2,45.79,108
Anekal,2,614.0,1,28.0,18
Margondanahalli,2,1050.0,2,58.0,154
Yelahanka,2,1408.0,2,58.0,215
others,3,1507.0,3,80.0,219
others,2,1160.0,2,57.0,219
others,3,1200.0,3,70.0,219
others,2,960.0,2,50.0,219
NGR Layout,2,1021.0,2,46.0,159
Hegde Nagar,3,2162.03,4,129.0,88
Bannerghatta Road,3,1465.0,2,75.0,35
Marathahalli,3,1800.0,3,95.0,153
Sanjay nagar,2,1050.0,2,59.0,183
KR Puram,3,1827.0,3,97.0,108
Mysore Road,2,883.0,2,37.0,158
Raja Rajeshwari Nagar,3,1021.0,3,59.0,176
Whitefield,2,1158.0,2,55.0,213
Munnekollal,3,1200.0,2,57.9,156
Thanisandra,1,777.0,1,38.46,199
Kenchenahalli,2,1150.0,2,57.0,127
Marathahalli,3,1650.0,3,85.0,153
others,2,893.0,2,34.5,219
Bisuvanahalli,3,1075.0,2,41.49,45
Murugeshpalya,3,1344.0,2,56.0,157
Kanakpura Road,3,1843.0,3,95.0,120
others,3,1495.0,2,70.0,219
Whitefield,3,1396.0,3,74.0,213
Tindlu,2,1050.0,2,55.0,202
Ramamurthy Nagar,2,1050.0,2,37.8,180
Yelahanka,2,1104.0,2,58.0,215
Hennur Road,2,1165.0,2,67.0,90
Hormavu,2,1310.0,2,60.0,94
others,2,1052.0,2,52.0,219
others,2,1000.0,2,45.0,219
Akshaya Nagar,3,1893.0,4,95.0,12
Gollarapalya Hosahalli,3,1318.0,3,56.0,76
Yelahanka,3,1325.0,2,58.0,215
Kereguddadahalli,2,800.0,2,33.0,130
others,3,1300.0,2,60.0,219
Bellandur,3,1665.0,3,85.0,41
Subramanyapura,3,1800.0,3,80.0,195
others,2,1050.0,2,45.0,219
Thanisandra,3,1241.0,2,68.0,199
others,3,1567.0,2,62.0,219
Ramagondanahalli,3,1475.0,2,55.0,179
Hennur Road,2,980.0,2,51.0,90
Dasanapura,2,966.0,2,58.0,60
Sarjapur  Road,2,1112.0,2,62.0,185
others,3,1760.0,3,90.0,219
Yelahanka,2,1175.0,2,67.77,215
Horamavu Banaswadi,2,1025.0,2,45.0,93
5th Phase JP Nagar,2,1010.0,2,57.0,5
Sarjapur  Road,2,1273.0,2,60.0,185
others,2,1100.0,2,58.5,219
Yelahanka,2,1322.0,2,77.9,215
7th Phase JP Nagar,1,1000.0,1,60.0,7
Electronic City Phase II,2,1135.0,2,46.0,71
Kanakpura Road,3,1100.0,2,53.0,120
Electronic City Phase II,3,1305.0,3,65.0,71
others,2,1236.0,2,50.0,219
Uttarahalli,2,1125.0,1,45.0,205
Thanisandra,6,2999.97,6,110.0,199
Kadugodi,2,1150.0,2,42.0,110
Hennur Road,2,1085.0,2,43.4,90
others,2,800.0,1,45.0,219
Kumaraswami Layout,4,2450.0,3,110.0,142
Electronic City,3,1615.0,3,97.0,70
HSR Layout,2,1289.0,2,70.0,83
Kasavanhalli,2,1377.0,2,80.0,123
Thanisandra,1,663.0,1,32.82,199
Thanisandra,2,1260.0,2,45.5,199
others,2,1095.0,2,39.0,219
Seegehalli,2,1176.0,2,50.0,188
Whitefield,2,1315.0,2,55.0,213
NRI Layout,2,2400.0,2,125.0,160
Uttarahalli,3,1308.0,2,53.0,205
Thanisandra,4,3671.0,4,220.0,199
Balagere,2,1205.0,2,67.0,26
others,3,1200.0,3,56.53,219
others,3,1681.0,3,69.0,219
Kanakpura Road,3,1843.0,3,90.0,120
Thubarahalli,3,1885.0,3,85.52,201
Panathur,2,1210.0,2,69.0,172
Rayasandra,3,1357.0,2,59.0,181
Hennur Road,2,950.0,2,55.0,90
Bellandur,2,960.0,2,48.0,41
Kanakpura Road,2,900.0,2,46.29,120
Hosa Road,4,1708.0,3,64.05,95
Haralur Road,3,1890.0,3,84.0,84
BTM Layout,2,1196.0,2,56.81,24
Whitefield,2,1063.0,2,42.52,213
others,2,1025.0,2,39.98,219
Chikkabanavar,2,1067.0,2,38.0,55
Panathur,2,1343.0,2,76.0,172
Mallasandra,3,1524.0,2,72.0,150
others,2,1200.0,2,68.0,219
others,3,1250.0,2,70.0,219
Sarjapur  Road,3,1157.0,2,69.0,185
Kanakapura,1,825.0,1,35.475,119
Yelahanka,1,602.0,1,33.0,215
Hoodi,2,1108.0,2,66.46,91
Sarjapur,2,1451.0,2,87.0,184
Kanakpura Road,1,850.0,1,37.32,120
others,2,900.0,2,40.0,219
Kudlu,1,720.0,1,33.0,140
Sarjapur  Road,2,1150.0,2,48.5,185
Raja Rajeshwari Nagar,3,1500.0,3,88.0,176
Hennur,3,1830.5,3,84.205,89
Marathahalli,2,1100.0,2,50.0,153
Banaswadi,2,1105.0,2,57.0,32
Thanisandra,2,1110.0,2,46.5,199
Dasanapura,1,708.0,1,41.0,60
5th Phase JP Nagar,3,1450.0,2,73.0,5
others,1,540.0,1,22.0,219
Kalena Agrahara,3,1837.0,2,95.0,114
Whitefield,2,1346.0,2,76.01,213
others,2,1125.0,2,55.0,219
Kaggadasapura,3,1500.0,2,60.0,111
BTM 2nd Stage,2,1100.0,2,47.0,23
Ramagondanahalli,2,1151.0,2,42.5,179
Uttarahalli,2,1123.0,2,60.0,205
Whitefield,2,1276.0,2,69.5,213
Yelahanka,2,1315.0,2,77.0,215
R.T. Nagar,2,1325.0,2,52.0,174
Varthur,3,1600.0,3,63.2,206
Kodichikkanahalli,2,1299.0,2,58.0,131
Bellandur,1,950.0,1,40.0,41
others,2,1013.0,2,60.0,219
Hennur Road,2,1140.0,2,56.0,90
Yelahanka,3,1430.0,3,61.0,215
others,3,1600.0,3,77.0,219
others,2,1190.0,2,48.0,219
others,3,1625.0,3,95.0,219
others,2,1210.0,2,53.0,219
Nagasandra,2,1500.0,2,91.0,162
Bellandur,2,850.0,2,45.0,41
Kothanur,2,1130.0,2,55.0,139
CV Raman Nagar,2,907.0,2,38.0,51
Hennur Road,3,1891.0,3,110.0,90
Hennur Road,3,1735.0,3,78.0,90
others,5,1576.3768483699162,5,75.0,219
others,2,1160.0,2,55.0,219
others,2,930.0,1,55.0,219
Devanahalli,2,1010.0,2,58.0,62
Electronic City,2,1221.0,2,68.0,70
Sarjapur  Road,2,1370.0,2,70.0,185
Banashankari Stage V,2,920.0,2,41.5,30
Singasandra,3,1653.0,3,85.0,191
Sarjapur,4,2400.0,3,140.0,184
Kanakpura Road,3,1570.0,3,68.0,120
others,2,1053.0,2,44.0,219
others,3,1325.0,2,56.0,219
others,2,1169.0,2,50.11,219
Whitefield,2,1317.0,2,52.0,213
Whitefield,4,2858.0,4,137.0,213
Kammasandra,2,940.0,2,35.0,118
Budigere,3,1820.0,3,95.5,50
Kanakpura Road,3,1450.0,3,53.6,120
Whitefield,3,1615.0,3,96.9,213
Nagarbhavi,3,2200.0,2,99.0,161
Kaggadasapura,2,1105.0,2,39.5,111
Whitefield,2,1220.0,2,55.0,213
Hoodi,3,1400.0,3,74.0,91
Bannerghatta Road,3,1660.0,3,80.0,35
Old Madras Road,2,1165.0,2,52.0,169
Budigere,2,1153.0,2,56.0,50
others,3,1427.0,2,85.0,219
Whitefield,2,1116.0,2,48.76,213
others,2,1062.0,2,50.0,219
others,1,700.0,1,25.5,219
Doddathoguru,2,1100.0,2,50.0,66
Chikka Tirupathi,3,2153.0,4,120.0,54
Pai Layout,2,1068.0,2,48.0,171
Brookefield,2,1382.0,2,84.5,49
Harlur,2,936.0,2,45.0,85
KR Puram,3,1400.0,2,60.0,108
Sarjapur  Road,1,475.0,1,26.0,185
others,3,1450.0,3,65.0,219
Kudlu,2,1162.0,2,52.0,140
Hosa Road,2,1161.0,2,48.75,95
Brookefield,2,1260.0,2,70.0,49
Murugeshpalya,3,1500.0,2,70.0,157
Budigere,1,705.0,1,34.545,50
Nagarbhavi,2,1100.0,2,46.2,161
Whitefield,3,1400.0,2,56.0,213
Budigere,2,1153.0,2,56.5,50
Sarjapur  Road,2,1197.0,2,56.86,185
Hoodi,3,1837.0,3,110.0,91
others,4,3750.0,4,190.0,219
Bellandur,3,1830.0,3,91.86,41
Electronic City,2,970.0,2,35.0,70
Vidyaranyapura,4,2400.0,5,135.0,208
Sarjapur  Road,4,3040.0,4,135.0,185
Raja Rajeshwari Nagar,2,1168.0,2,66.0,176
others,3,1500.0,3,75.0,219
Ramamurthy Nagar,2,935.0,2,39.0,180
others,3,1250.0,3,54.0,219
others,3,1425.0,2,65.0,219
Uttarahalli,2,1165.0,1,42.09,205
Kathriguppe,3,1390.0,2,69.49,125
Kalena Agrahara,3,1510.0,3,78.0,114
Kodigehaali,2,866.0,2,32.0,132
Yeshwanthpur,3,2500.0,3,138.0,218
Whitefield,2,1140.0,2,55.0,213
Whitefield,2,1295.0,2,64.5,213
Hormavu,2,1020.0,2,45.75,94
others,2,1200.0,1,50.0,219
Vidyaranyapura,2,1100.0,2,41.0,208
Kothannur,2,820.0,2,37.0,138
Kalena Agrahara,2,1354.0,2,70.0,114
Garudachar Palya,2,1154.0,2,51.8,75
7th Phase JP Nagar,3,1680.0,2,92.0,7
Electronics City Phase 1,2,1205.0,2,60.0,72
Electronic City,3,1500.0,3,73.0,70
Bannerghatta Road,3,1520.0,2,80.0,35
others,2,1300.0,3,65.0,219
others,2,1150.0,2,47.0,219
Budigere,2,1153.0,2,58.0,50
Billekahalli,2,950.0,2,56.0,44
others,3,1515.0,3,80.5,219
others,2,1250.0,2,65.0,219
Yelahanka,3,1355.0,2,51.5,215
others,3,1550.0,2,70.0,219
Bannerghatta Road,3,1270.0,2,73.0,35
Kudlu Gate,3,1320.0,2,50.0,141
Whitefield,2,1200.0,2,70.0,213
others,3,1705.0,2,86.96,219
Electronic City,2,995.0,2,48.0,70
Horamavu Banaswadi,2,1081.0,2,52.0,93
Sonnenahalli,1,605.0,1,30.24,194
Yelahanka,1,567.0,1,25.0,215
Banashankari Stage VI,3,1410.5,2,70.385,31
Green Glen Layout,3,1715.0,3,105.0,78
Whitefield,2,1015.0,2,56.0,213
NGR Layout,2,1021.0,2,45.9,159
Haralur Road,2,1230.0,2,67.65,84
Uttarahalli,2,1260.0,2,55.0,205
Lingadheeranahalli,3,1894.0,4,114.0,147
Sector 2 HSR Layout,2,1231.0,2,66.0,187
Begur,3,1443.0,2,70.0,39
others,2,1190.0,2,46.41,219
Uttarahalli,2,1284.0,2,53.36,205
Chikkalasandra,2,1325.0,2,59.0,56
others,3,1750.0,3,100.0,219
others,1,747.0,1,27.0,219
others,2,1113.0,2,52.0,219
Hebbal,2,1162.0,2,59.0,86
Uttarahalli,2,1150.0,2,45.99,205
Chikkalasandra,2,1290.0,2,72.0,56
Thubarahalli,4,3408.0,5,145.0,201
Sanjay nagar,2,1150.0,2,70.0,183
Yeshwanthpur,2,1160.0,2,64.08,218
Vittasandra,2,1404.0,2,67.5,212
Dodda Nekkundi,2,1370.0,2,60.0,63
Gollarapalya Hosahalli,2,1129.0,2,50.0,76
others,3,1720.0,3,95.0,219
Whitefield,3,1430.0,3,52.0,213
others,2,850.0,2,45.0,219
Kanakpura Road,3,1938.0,3,105.0,120
others,2,1020.0,2,52.0,219
Konanakunte,3,1423.0,2,85.0,136
Jakkur,2,1432.0,2,85.0,103
CV Raman Nagar,3,1480.0,3,65.0,51
Yelenahalli,2,1160.0,2,44.08,217
Bommanahalli,2,1160.0,2,53.0,46
Electronic City Phase II,3,1336.0,2,50.35,71
Choodasandra,2,1065.0,2,46.0,57
Rachenahalli,3,1550.0,3,68.5,175
others,2,1005.0,2,40.0,219
Hennur Road,3,1470.0,2,75.0,90
Doddathoguru,3,1382.0,3,65.0,66
BTM 2nd Stage,2,930.0,2,46.0,23
others,2,1290.0,2,71.95,219
Whitefield,3,1010.0,2,45.0,213
Brookefield,4,3050.0,4,130.0,49
Dodda Nekkundi,2,1200.0,2,71.0,63
Budigere,3,1636.0,3,88.0,50
Budigere,2,1153.0,2,56.55,50
LB Shastri Nagar,2,1200.0,2,47.0,144
HSR Layout,3,1844.0,3,89.0,83
Begur Road,2,1215.0,2,43.75,40
Sarjapur  Road,2,1194.0,2,57.0,185
others,2,1220.0,2,52.0,219
others,4,3150.0,4,150.0,219
Bommasandra,2,955.0,2,37.97,47
others,5,2000.0,5,75.0,219
Magadi Road,2,884.0,2,48.0,148
Kathriguppe,2,1250.0,2,68.75,125
Bellandur,2,1195.0,2,52.0,41
Sarjapur  Road,2,984.0,2,45.75,185
Bommasandra,2,1089.0,2,40.0,47
Hennur Road,2,1165.0,2,52.0,90
Ramamurthy Nagar,2,1200.0,2,68.0,180
Chikkalasandra,3,1275.0,2,55.46,56
Mico Layout,2,1140.0,2,43.0,155
others,1,720.0,1,28.0,219
Rachenahalli,3,1550.0,2,73.5,175
others,2,1220.0,2,60.0,219
others,4,5000.0,5,250.0,219
Bannerghatta Road,4,3000.0,4,140.0,35
Bannerghatta,2,1120.0,2,42.5,34
others,1,600.0,1,22.8,219
others,1,540.0,1,24.0,219
Hebbal,2,1150.0,2,57.0,86
Sonnenahalli,3,1484.0,3,75.0,194
Ramagondanahalli,3,1680.0,2,68.0,179
others,3,1650.0,3,78.0,219
others,3,2072.0,3,108.0,219
Sarjapur  Road,2,1105.0,2,40.0,185
Vidyaranyapura,2,1200.0,2,60.5,208
Hosa Road,3,1541.0,3,69.61,95
Whitefield,2,1224.0,2,75.0,213
Yeshwanthpur,3,1676.0,3,92.13,218
others,2,1154.0,2,57.0,219
Kanakpura Road,3,1610.0,3,78.5,120
others,2,1057.0,2,42.0,219
Raja Rajeshwari Nagar,2,1157.0,2,65.0,176
others,2,980.0,2,35.0,219
Horamavu Agara,3,1300.0,2,52.0,92
Electronic City,2,1128.0,2,63.5,70
Electronic City,1,589.0,1,29.0,70
Kundalahalli,2,1315.0,2,74.0,143
Kadugodi,2,1314.0,2,80.0,110
Nagarbhavi,2,1080.0,2,49.0,161
Mysore Road,3,1082.0,2,45.0,158
Jakkur,3,1150.0,3,65.0,103
Yelahanka,2,1045.0,2,45.0,215
Kodigehaali,3,1442.0,3,80.0,132
Kaggadasapura,3,1500.0,2,75.0,111
Hennur,2,1255.0,2,53.57,89
others,3,1432.0,3,79.0,219
Hennur Road,2,1450.0,2,80.0,90
Sarjapur  Road,2,1346.0,2,69.61,185
Electronic City Phase II,3,925.0,2,49.82,71
Dasarahalli,2,1160.0,2,49.0,61
Lingadheeranahalli,3,1768.0,3,81.31,147
Kothanur,2,1094.0,2,54.0,139
others,3,1500.0,3,90.0,219
Battarahalli,3,2024.0,3,103.0,38
BTM 2nd Stage,3,1265.0,2,55.0,23
others,3,1100.0,2,45.0,219
Margondanahalli,2,1160.0,2,65.0,154
7th Phase JP Nagar,2,1128.0,2,60.0,7
others,2,1260.0,2,55.0,219
Bellandur,3,1830.0,3,89.89,41
Sarjapur,3,1525.0,2,68.0,184
Yelahanka,1,602.0,2,30.0,215
Hegde Nagar,3,1835.0,3,89.0,88
Kanakpura Road,3,1250.0,3,62.6,120
Murugeshpalya,3,1855.0,3,96.0,157
Banashankari Stage VI,4,4800.0,3,200.0,31
Begur Road,2,1200.0,2,44.73,40
Sarjapur,2,1095.0,2,45.0,184
Electronic City,2,825.0,2,30.0,70
Sarjapur  Road,3,1612.0,3,98.38,185
others,1,600.0,1,24.0,219
Whitefield,3,1740.0,3,85.0,213
others,3,1770.0,3,99.0,219
Horamavu Agara,2,1090.0,2,46.0,92
8th Phase JP Nagar,2,1046.0,2,48.0,8
Uttarahalli,3,1290.0,2,56.12,205
Battarahalli,2,1097.0,2,49.0,38
Kalena Agrahara,2,1200.0,3,70.0,114
Anekal,2,1140.0,2,52.0,18
Padmanabhanagar,2,1150.0,2,50.0,170
Babusapalaya,2,1245.0,2,58.0,25
Raja Rajeshwari Nagar,2,1000.0,2,50.0,176
others,3,1570.0,2,95.0,219
Kudlu Gate,2,1200.0,2,44.4,141
others,2,1145.0,2,44.0,219
others,5,2700.0,5,150.0,219
Electronic City,3,1575.0,3,94.5,70
Yelahanka,2,1362.0,2,66.0,215
Whitefield,2,925.0,2,35.0,213
Whitefield,2,1175.0,2,50.0,213
Dodda Nekkundi,3,1585.0,2,79.0,63
Kalena Agrahara,2,1354.0,2,71.0,114
others,2,1165.0,2,45.0,219
Begur Road,3,1583.0,3,95.23,40
Bannerghatta Road,2,1122.5,2,61.74,35
others,2,1210.0,2,60.0,219
Raja Rajeshwari Nagar,3,1485.0,2,63.0,176
Haralur Road,3,1735.0,3,97.0,84
others,3,1684.0,3,86.0,219
others,3,1686.0,3,77.0,219
others,3,1654.0,3,82.0,219
KR Puram,2,1100.0,2,39.9,108
Bannerghatta Road,3,1655.0,3,95.0,35
Hebbal,3,1430.0,3,85.0,86
Sarjapur  Road,2,1044.0,2,55.0,185
Banashankari,3,1426.0,3,85.0,27
Kodichikkanahalli,2,900.0,2,35.0,131
others,2,1200.0,2,50.0,219
Munnekollal,2,1030.0,2,50.36,156
Kothanur,2,1400.0,2,65.0,139
Kaggadasapura,3,1400.0,2,68.0,111
Hulimavu,2,1115.0,2,44.6,99
Bharathi Nagar,2,1300.0,2,55.86,42
Abbigere,2,1000.0,2,41.0,11
Whitefield,3,1200.0,3,67.75,213
Whitefield,4,2444.0,4,145.0,213
Sarjapur  Road,3,1600.0,3,85.0,185
Marathahalli,2,1196.0,2,57.95,153
Electronic City,2,1025.0,2,54.0,70
Old Madras Road,2,1165.0,2,51.42,169
Electronics City Phase 1,3,1900.0,3,85.0,72
Yeshwanthpur,3,2503.0,3,138.0,218
Tumkur Road,4,1100.0,2,60.0,203
others,2,1088.0,2,46.0,219
Raja Rajeshwari Nagar,3,1335.0,2,56.0,176
Garudachar Palya,3,1325.0,2,60.0,75
KR Puram,4,2283.0,2,121.0,108
Sahakara Nagar,2,1200.0,2,54.0,182
Pai Layout,3,1510.0,2,65.0,171
Bommanahalli,2,1050.0,2,54.0,46
others,2,1200.0,2,45.0,219
Channasandra,2,1050.0,2,44.41,53
Hormavu,2,1210.0,2,69.0,94
Electronics City Phase 1,2,1305.0,2,67.0,72
others,6,1800.0,6,101.0,219
Bannerghatta Road,2,1206.0,2,53.0,35
Bannerghatta Road,2,1150.0,2,55.0,35
others,2,1100.0,2,65.0,219
Cooke Town,3,1850.0,3,110.0,58
Sompura,4,2150.0,3,85.0,193
others,2,1035.0,2,55.0,219
Electronics City Phase 1,1,755.0,1,30.12,72
Ramamurthy Nagar,2,960.0,2,35.0,180
others,1,450.0,1,20.0,219
Kanakapura,3,1489.0,2,70.0,119
Kengeri Satellite Town,2,800.0,2,32.0,129
Jalahalli,3,980.0,2,60.0,104
Bannerghatta Road,2,1215.0,2,65.0,35
Bellandur,3,1535.0,3,90.0,41
R.T. Nagar,3,1500.0,2,70.0,174
Brookefield,2,1588.0,2,58.0,49
Bisuvanahalli,2,845.0,2,34.0,45
Kasavanhalli,2,1181.0,2,61.0,123
Sarjapur  Road,2,1309.0,2,69.5,185
Horamavu Agara,3,1400.0,3,63.0,92
Kanakpura Road,3,1622.0,3,95.0,120
CV Raman Nagar,2,1225.0,2,48.0,51
others,3,1719.0,3,95.0,219
Abbigere,2,995.0,2,40.8,11
Mahadevpura,2,1120.0,2,53.0,149
Devanahalli,3,1466.0,3,59.96,62
8th Phase JP Nagar,3,1269.0,2,50.75,8
Whitefield,2,1315.0,2,69.5,213
Yelahanka,2,1180.0,2,55.0,215
Jalahalli,2,1313.0,2,68.0,104
Nehru Nagar,2,1100.0,2,50.0,166
